Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
24-Nov-2008,2690.85,2740.35,2633.8,2708.25,236797126,5998.79
25-Nov-2008,2708.3,2790.7,2638.2,2654,214273358,5619.27
26-Nov-2008,2652.45,2762.6,2643.35,2752.25,269948758,6429.24
28-Nov-2008,2745.7,2779,2690.3,2755.1,296322562,7237.78
01-Dec-2008,2755.15,2832.85,2669.5,2682.9,257834565,6122.02
02-Dec-2008,2672.9,2672.9,2570.7,2657.8,261046123,5651.31
03-Dec-2008,2657.5,2693.65,2611.95,2656.45,282545081,5912.82
04-Dec-2008,2656.5,2793.8,2646.35,2788,324695285,6538.53
05-Dec-2008,2786.65,2821.15,2701.35,2714.4,319248265,6448.61
08-Dec-2008,2714.7,2861.55,2714.7,2784,311403332,6951.99
10-Dec-2008,2785.7,2940.15,2785.7,2928.25,370599341,8130.79
11-Dec-2008,2934.05,2945.3,2861.55,2920.15,352245716,7844.91
12-Dec-2008,2915.35,2936.8,2812.55,2921.35,284387903,7103.03
15-Dec-2008,2917.9,3012.1,2917.9,2981.2,293737834,7133.08
16-Dec-2008,2983.6,3052.55,2963.3,3041.75,270617321,6893.06
17-Dec-2008,3040.45,3076.2,2943.5,2954.35,344614834,8567.6
18-Dec-2008,2955.35,3072.55,2922.65,3060.75,377032468,9042.19
19-Dec-2008,3063,3106.8,3036.3,3077.5,386314136,8344.82
22-Dec-2008,3077.25,3110.45,3027.8,3039.3,315828829,6101.36
23-Dec-2008,3039.25,3040,2957.05,2968.65,303129447,5705.38
24-Dec-2008,2967.4,2968,2900.45,2916.85,380460882,6975.71
26-Dec-2008,2919.85,2960.95,2844.8,2857.25,237935397,4558.9
29-Dec-2008,2857.15,2931.8,2812.9,2922.2,335171811,6367.55
30-Dec-2008,2922.55,2999.15,2899.75,2979.5,302749136,5819.5
31-Dec-2008,2979.8,3002.65,2937.35,2959.15,288826411,5707.75
01-Jan-2009,2963.3,3039.25,2963.3,3033.45,226681072,4302.54
02-Jan-2009,3034.6,3079.85,3021.8,3046.75,318672508,6132.72
05-Jan-2009,3058.75,3131.95,3056.45,3121.45,311929372,6737.94
06-Jan-2009,3121.5,3141.8,3056.1,3112.8,340452916,8091.74
07-Jan-2009,3112.8,3147.2,2888.2,2920.4,686898999,10865.55
09-Jan-2009,2919.95,2929.85,2810.25,2873,591981660,9080.84
12-Jan-2009,2868.85,2869.2,2748.55,2773.1,272867140,6817.52
13-Jan-2009,2775,2802.6,2720.8,2744.95,252698258,6407.58
14-Jan-2009,2748.4,2853.25,2748.4,2835.3,217953716,5683.41
15-Jan-2009,2832.3,2832.3,2701.75,2736.7,218127929,5670.43
16-Jan-2009,2737,2835.65,2724.2,2828.45,229499649,4817.92
19-Jan-2009,2828.7,2868.2,2819.9,2846.2,328336119,4531.5
20-Jan-2009,2842.9,2842.9,2758,2796.6,233289325,4600.79
21-Jan-2009,2777.4,2787.3,2690.2,2706.15,220067231,5254.06
22-Jan-2009,2714.7,2744.85,2681.4,2713.8,229581189,5319.52
23-Jan-2009,2705.45,2765.55,2661.65,2678.55,211289358,5090.88
27-Jan-2009,2686.05,2777.3,2685.25,2771.35,220453539,5207.95
28-Jan-2009,2771.1,2855.4,2765.6,2849.5,280820341,5561.59
29-Jan-2009,2849.35,2873.85,2795.35,2823.95,347987447,7189.27
30-Jan-2009,2824.05,2881,2774.1,2874.8,295045380,6200.66
02-Feb-2009,2872.35,2873.45,2760.7,2766.65,235281717,5151.67
03-Feb-2009,2773.5,2831.7,2752.9,2783.9,256264668,5901.06
04-Feb-2009,2780.7,2842.2,2780.7,2803.05,204148860,4673.8
05-Feb-2009,2802.75,2816.8,2754.85,2780.05,178583516,4169.13
06-Feb-2009,2779.35,2852.5,2778.65,2843.1,187961190,4000.82
09-Feb-2009,2843.05,2926.75,2840.15,2919.9,186517519,4485.04
10-Feb-2009,2919.7,2957.4,2891.75,2934.5,302564116,6122.69
11-Feb-2009,2933,2937.5,2877.6,2925.7,243376977,4898.58
12-Feb-2009,2927.4,2939,2886.55,2893.05,214711779,4346.89
13-Feb-2009,2896.95,2969.75,2896.85,2948.35,195741802,4681.6
16-Feb-2009,2948.25,2953.2,2839.1,2848.5,246055796,5049.41
17-Feb-2009,2853.85,2854.65,2757.3,2770.5,191473117,4495.99
18-Feb-2009,2755.15,2806.5,2736.65,2776.15,214170731,4940.89
19-Feb-2009,2776.7,2802.15,2767.6,2789.35,174587983,4162.96
20-Feb-2009,2789.3,2789.3,2709.3,2736.45,154745737,3882.17
24-Feb-2009,2737.25,2746.2,2677.55,2733.9,182727347,4407.14
25-Feb-2009,2733.45,2789.35,2733.45,2762.5,176810272,4323.67
26-Feb-2009,2762.2,2797.8,2731.9,2785.65,250274333,6046.44
27-Feb-2009,2785.7,2787.2,2708.45,2763.65,231597805,6084.46
02-Mar-2009,2764.6,2764.6,2659.55,2674.6,194233262,4644.21
03-Mar-2009,2672.15,2688.5,2611.55,2622.4,217640315,5181
04-Mar-2009,2611.95,2655.7,2611.95,2645.2,202951378,5363.25
05-Mar-2009,2645.9,2663.9,2564.1,2576.7,247491627,6319.79
06-Mar-2009,2576.75,2628.1,2539.45,2620.15,242507546,6344.12
09-Mar-2009,2620.1,2621.25,2555.6,2573.15,166405852,4048.08
12-Mar-2009,2574.5,2646.1,2574.5,2617.45,213787846,5949.63
13-Mar-2009,2616.6,2726.15,2616.6,2719.25,263891931,6795.09
16-Mar-2009,2716.05,2781.95,2701.95,2777.25,263151493,6059.64
17-Mar-2009,2776.35,2805.6,2738.7,2757.45,288783952,6224.49
18-Mar-2009,2757.65,2836.05,2752.25,2794.7,261792179,6173.86
19-Mar-2009,2797.05,2822.25,2771.35,2807.15,223408426,5394.07
20-Mar-2009,2807.35,2816.1,2773.65,2807.05,186838911,5043.96
23-Mar-2009,2807.25,2949.75,2807.25,2939.9,251175674,6304.76
24-Mar-2009,2923.8,3017.4,2914.5,2938.7,383117195,8871.12
25-Mar-2009,2938.8,2996.5,2923.3,2984.35,383648320,8513.26
26-Mar-2009,2982.25,3103.35,2982.25,3082.25,416183641,10418
27-Mar-2009,3079.4,3123.35,3055.9,3108.65,326572500,8599.65
30-Mar-2009,3108.75,3110.2,2962.4,2978.15,275780455,7100.27
31-Mar-2009,2981.7,3054.3,2966.4,3020.95,341399212,9022.52
01-Apr-2009,3023.85,3069.3,2965.7,3060.35,319442080,8011.16
02-Apr-2009,3061.05,3228.75,3061.05,3211.05,370836234,9558.67
06-Apr-2009,3211.35,3303.9,3211.35,3256.6,357065601,9499.48
08-Apr-2009,3255.35,3357.05,3149.25,3342.95,409030235,11116.42
09-Apr-2009,3346,3401.15,3307.05,3342.05,414637960,9984.24
13-Apr-2009,3342.2,3417.8,3334.15,3382.6,331534301,8324.35
15-Apr-2009,3381.45,3497.55,3311.8,3484.15,458489468,12280.2
16-Apr-2009,3484.35,3511.25,3354.2,3369.5,559549931,13209.78
17-Apr-2009,3369.5,3489.85,3359.25,3384.4,491159908,11504.6
20-Apr-2009,3384.75,3441.1,3339.45,3377.1,341798670,8834.22
21-Apr-2009,3376.85,3414.7,3309.35,3365.3,344667947,9069.56
22-Apr-2009,3364.6,3401.1,3296.9,3330.3,327292987,7932.51
23-Apr-2009,3330.5,3439.9,3310.5,3423.7,315691090,7864.54
24-Apr-2009,3423.6,3491.35,3402.9,3480.75,306127718,8604.04
27-Apr-2009,3481.3,3517.25,3435.3,3470,315936295,9077.06
28-Apr-2009,3469.5,3471.95,3351.5,3362.35,287134649,7904.38
29-Apr-2009,3371.65,3486.4,3366.7,3473.95,483582317,9703.94
04-May-2009,3478.7,3664.5,3478.7,3654,363866099,10112.76
05-May-2009,3664.5,3682.2,3618.75,3661.9,442066443,11236.79
06-May-2009,3662,3717.05,3608.65,3625.05,408101644,11559.2
07-May-2009,3617.15,3692.05,3617.15,3683.9,326304598,8827.72
08-May-2009,3681.8,3711.25,3582.85,3620.7,291694964,8529.4
11-May-2009,3615.75,3660.2,3534.55,3554.6,285340638,7858.78
12-May-2009,3554.65,3691.65,3534.2,3681.1,366055503,9550.49
13-May-2009,3668.75,3709.6,3610.2,3635.25,360452738,9800.15
14-May-2009,3631.9,3631.9,3537.6,3593.45,288154287,8138.79
15-May-2009,3597.85,3686.25,3597.85,3671.65,300880814,8655.24
18-May-2009,3673.15,4384.3,3673.15,4323.15,2768292,113.99
19-May-2009,4324.95,4509.4,4167.65,4318.45,670982325,26002.26
20-May-2009,4318.75,4362.85,4244.7,4270.3,471343167,16917.63
21-May-2009,4270.35,4319,4199.2,4210.9,353070384,12290.03
22-May-2009,4211.85,4249.5,4155.85,4238.5,284165388,10572.97
25-May-2009,4238.1,4270.05,4205.1,4237.55,299302991,9104.62
26-May-2009,4239.55,4256.05,4092.25,4116.7,308739530,9501.71
27-May-2009,4117.3,4286.45,4115.25,4276.05,353499631,12173.35
28-May-2009,4276.15,4354.85,4254.85,4337.1,460439887,16067.32
29-May-2009,4340.75,4488.05,4340.75,4448.95,506796280,15181.73
01-Jun-2009,4450.4,4545.4,4450.4,4529.9,464256409,12781.61
02-Jun-2009,4530.45,4586.4,4451.3,4525.25,396327441,12565.07
03-Jun-2009,4525.5,4574.9,4478.6,4530.7,415829528,12131.57
04-Jun-2009,4530.3,4582.2,4453.45,4572.65,424050722,12563.65
05-Jun-2009,4573.3,4636.85,4561.95,4586.9,409906842,12907.88
08-Jun-2009,4582.35,4611.4,4404.65,4429.9,370092839,10824.22
09-Jun-2009,4427.75,4562.45,4365.1,4550.95,414282839,12049.96
10-Jun-2009,4551.7,4688.95,4551.7,4655.25,392189746,13099.93
11-Jun-2009,4657.4,4679.55,4586.15,4637.7,391597868,11474.46
12-Jun-2009,4637.55,4693.2,4566.15,4583.4,351580404,11400.58
15-Jun-2009,4584.65,4601.05,4469.6,4484,322454082,10755.98
16-Jun-2009,4478.1,4537.95,4405.95,4517.8,320009267,10807.47
17-Jun-2009,4515.35,4517.8,4332.8,4356.15,327627945,11194.56
18-Jun-2009,4352.95,4375.3,4222.15,4251.4,373404826,11542.45
19-Jun-2009,4251.1,4326.2,4206.7,4313.6,350066880,10401.79
22-Jun-2009,4314.2,4352.25,4221.9,4235.25,270808678,9103.94
23-Jun-2009,4223.3,4267.45,4143.25,4247,339990201,10880.96
24-Jun-2009,4247.3,4307,4218.25,4292.95,311199175,9512.27
25-Jun-2009,4293.85,4337.95,4221.15,4241.85,407987742,12847.28
26-Jun-2009,4243.95,4383.75,4243.95,4375.5,284570041,10065.52
29-Jun-2009,4375.4,4439.95,4350.9,4390.95,293321334,9591.85
30-Jun-2009,4391.5,4426.75,4267.35,4291.1,336647021,9901.53
01-Jul-2009,4292.3,4362.3,4249.7,4340.9,289982752,8654.14
02-Jul-2009,4373.5,4383.65,4288.75,4348.85,259079398,9730.33
03-Jul-2009,4347.3,4434.45,4298.95,4424.25,224680237,8374.4
06-Jul-2009,4429.6,4479.8,4133.7,4165.7,365737764,12648.38
07-Jul-2009,4166,4231.8,4155.5,4202.15,290915989,10299.04
08-Jul-2009,4201.85,4201.85,4061.1,4078.9,339578445,10077.55
09-Jul-2009,4078.75,4114.9,4039.85,4080.95,406359501,9201.81
10-Jul-2009,4081.4,4129.95,3976.8,4003.9,303001008,8770.17
13-Jul-2009,4003.4,4003.4,3918.75,3974.05,273186872,7530.57
14-Jul-2009,3974.1,4128.9,3974.1,4111.4,242076783,7797.11
15-Jul-2009,4120.8,4249.55,4118.75,4233.5,254611958,8138.11
16-Jul-2009,4223.5,4305,4205.5,4231.4,292288337,10209.96
17-Jul-2009,4231.45,4390.4,4230.15,4374.95,250233020,9545.1
20-Jul-2009,4377.9,4510.3,4377.9,4502.25,280309302,10151.33
21-Jul-2009,4501.5,4524,4436.6,4469.1,311984330,10289.73
22-Jul-2009,4469.3,4557.95,4380.45,4398.9,337796915,11688.74
23-Jul-2009,4409.7,4532.4,4405.95,4523.75,273052133,10580
24-Jul-2009,4524.8,4578.75,4504.85,4568.55,351255586,11501.51
27-Jul-2009,4568.65,4596.75,4528.5,4572.3,277017434,10388.02
28-Jul-2009,4572.8,4599.9,4529.15,4564.1,382344566,12576.09
29-Jul-2009,4565.8,4573.85,4420.8,4513.5,368035721,12501.05
30-Jul-2009,4513.1,4582.35,4474.5,4571.45,338985380,13121.84
31-Jul-2009,4571.6,4669.75,4571.6,4636.45,300437149,10951.04
03-Aug-2009,4633.8,4723.75,4617.75,4711.4,277002677,8717.22
04-Aug-2009,4706.25,4731.45,4642.6,4680.5,322871852,10938.39
05-Aug-2009,4680.95,4717.2,4629.85,4694.15,244640641,9312.86
06-Aug-2009,4694.35,4718.15,4559.2,4585.5,278150681,10973.92
07-Aug-2009,4591.9,4591.9,4463.95,4481.4,266871982,9772.77
10-Aug-2009,4486.5,4562.5,4399.85,4437.65,284079082,10028.43
11-Aug-2009,4435,4510.8,4398.9,4471.35,250129719,9082.78
12-Aug-2009,4473.8,4473.8,4359.4,4457.5,274149382,9375.42
13-Aug-2009,4458.55,4614.15,4458.55,4605,253540980,8883.22
14-Aug-2009,4605.15,4619,4559.35,4580.05,222992686,8149
17-Aug-2009,4578.8,4578.8,4374.6,4387.9,252330559,8387.98
18-Aug-2009,4389.5,4491.45,4372.65,4458.9,265217123,8599.04
19-Aug-2009,4457.75,4477.55,4353.45,4394.1,254668765,8296.66
20-Aug-2009,4394.35,4492.8,4394.35,4453.45,166600981,5675.53
21-Aug-2009,4453.45,4538.7,4400.9,4528.8,185694578,7403.77
24-Aug-2009,4536.95,4656.3,4536.95,4642.8,207902560,7027.01
25-Aug-2009,4641.65,4672.9,4582.5,4659.35,248995054,8299.73
26-Aug-2009,4659.45,4697.8,4659.1,4680.85,208840330,7346.21
27-Aug-2009,4679,4707.9,4645.15,4688.2,230998335,8572.49
28-Aug-2009,4688.4,4743.75,4651.4,4732.35,285794817,8769.6
31-Aug-2009,4730.85,4730.85,4635,4662.1,355947859,9366.93
01-Sep-2009,4662.2,4735.9,4600.65,4625.35,332639046,9952.01
02-Sep-2009,4624,4650.45,4576.6,4608.35,265745955,8466.96
03-Sep-2009,4608.75,4647.35,4581.05,4593.55,245965172,7664.43
04-Sep-2009,4608.7,4697.2,4580.35,4680.4,243559408,7885.25
07-Sep-2009,4682.4,4790,4679.3,4782.9,243162111,8418.82
08-Sep-2009,4782.85,4842.2,4782.65,4805.25,310692738,11901.18
09-Sep-2009,4804.9,4825.05,4783.5,4814.25,239157623,9314.22
10-Sep-2009,4814.35,4889.05,4807.9,4819.4,235712405,9264.17
11-Sep-2009,4819.4,4856.15,4791.55,4829.55,236392562,8539.69
14-Sep-2009,4830.35,4832.25,4786.25,4808.6,168557296,6265.34
15-Sep-2009,4808.35,4899.45,4808.35,4892.1,215325851,7811.97
16-Sep-2009,4894.65,4966.3,4894.65,4958.4,240095210,9361.6
17-Sep-2009,4958.55,5003.05,4944.15,4965.55,270017278,12490.14
18-Sep-2009,4963.95,4980.85,4931.9,4976.05,222101079,9124.75
22-Sep-2009,4977.1,5036.3,4977.1,5020.2,189005727,7643.28
23-Sep-2009,5019.95,5030.75,4957.05,4969.95,213349260,7733.22
24-Sep-2009,4977.15,5016.7,4904.05,4986.55,266932031,11724.18
25-Sep-2009,4985.1,4994.35,4931.25,4958.95,179960712,7401.44
29-Sep-2009,4959.15,5020.25,4959.1,5006.85,174803950,7287.18
30-Sep-2009,5007.65,5087.6,5004.35,5083.95,184790308,9175.8
01-Oct-2009,5087.2,5110.5,5057.05,5083.4,224761213,10100.1
05-Oct-2009,5076.05,5076.05,4991.95,5003.2,239335078,9807.7
06-Oct-2009,5003.65,5034.7,4921.05,5027.4,367279763,12542.57
07-Oct-2009,5031.7,5077,4972.95,4985.75,266221987,10939.13
08-Oct-2009,5011.25,5043.05,4971.75,5002.25,294680002,12051.82
09-Oct-2009,4993,5032.6,4934.55,4945.2,215439682,9481.39
12-Oct-2009,4945.45,5068.05,4945.45,5054.25,187302253,8342.17
14-Oct-2009,5054.35,5127.4,5054.35,5118.2,243364399,10025.05
15-Oct-2009,5118.55,5152.25,5077.1,5108.85,258099954,9833.7
16-Oct-2009,5108.65,5149.65,5093.2,5142.15,208175454,9471.33
17-Oct-2009,5159.35,5176.8,5124.25,5141.8,41376778,1697.89
20-Oct-2009,5145.6,5181.95,5102.65,5114.45,199616623,8313.74
21-Oct-2009,5114.85,5117.45,5051.65,5063.6,206631723,8374
22-Oct-2009,5063.35,5064.25,4968.45,4988.6,219560144,8830.32
23-Oct-2009,4986.55,5054.95,4983.25,4997.05,223335499,9106.05
26-Oct-2009,4997.15,5033.75,4961.35,4970.9,201756762,7658.71
27-Oct-2009,4970.55,4970.55,4829.5,4846.7,324126841,11514.15
28-Oct-2009,4846.55,4867,4784.1,4826.15,291607710,10325.07
29-Oct-2009,4826.1,4826.1,4738.4,4750.55,354052799,12068.69
30-Oct-2009,4751.1,4853.65,4687.5,4711.7,321182346,11459.69
03-Nov-2009,4712.25,4729.85,4538.5,4563.9,319392344,10141.77
04-Nov-2009,4567.3,4717.8,4565,4710.8,342877732,9466.04
05-Nov-2009,4711.65,4776.35,4610.6,4765.55,337186106,9405.39
06-Nov-2009,4767.5,4836.2,4764.85,4796.15,279503737,8883.6
09-Nov-2009,4796.15,4905.25,4789.9,4898.4,242563827,8196.63
10-Nov-2009,4898.9,4947.7,4860.1,4881.7,273281602,10543.75
11-Nov-2009,4882.3,5016.7,4870.05,5003.95,251115661,8792.44
12-Nov-2009,5004.4,5014.4,4924.75,4952.65,282046035,9208.49
13-Nov-2009,4952.35,5017.9,4942.65,4998.95,217419912,7494.31
16-Nov-2009,4996.5,5073.2,4994,5058.05,218547707,7043.04
17-Nov-2009,5058.95,5074,5010.15,5062.25,211034152,7812.63
18-Nov-2009,5061.5,5079.3,5041.65,5054.7,204346736,8091.52
19-Nov-2009,5043.95,5053.45,4963.7,4989,286198276,7711.46
20-Nov-2009,4988.75,5063.3,4932.8,5052.45,289285202,8643.31
23-Nov-2009,5052.95,5113.1,5052.1,5103.55,193875423,7446.11
24-Nov-2009,5105,5112.85,5053.5,5090.55,201324276,7621.19
25-Nov-2009,5091.55,5138,5078.35,5108.15,185171466,7277.12
26-Nov-2009,5116.45,5116.45,4986.05,5005.55,250067337,9534.57
27-Nov-2009,5005.05,5005.05,4806.7,4941.75,304958891,9312.59
30-Nov-2009,4942.25,5066.35,4942.25,5032.7,299569170,8574.32
01-Dec-2009,5039.7,5130.35,5038.85,5122,301878674,8492.32
02-Dec-2009,5122.75,5161.75,5111.75,5123.25,284763865,9308.75
03-Dec-2009,5124.55,5181,5106.6,5131.7,225726200,7683.05
04-Dec-2009,5131.7,5161.8,5081.85,5108.9,207469832,6960.55
07-Dec-2009,5108.85,5131.3,5051.55,5066.7,213116933,6588.43
08-Dec-2009,5068.55,5152.55,5058.9,5147.95,222744006,7547.17
09-Dec-2009,5147.65,5147.65,5090.6,5112,240039269,7722.75
10-Dec-2009,5112.4,5146.45,5084.65,5134.65,212775673,7096.21
11-Dec-2009,5136.05,5182.55,5088.4,5117.3,207026470,7248.57
14-Dec-2009,5117.45,5156.7,5090.15,5105.7,171684929,6543.06
15-Dec-2009,5105.75,5129.45,5018.25,5033.05,198962362,7220.77
16-Dec-2009,5032.95,5067.25,5001.8,5042.05,202112014,7124.61
17-Dec-2009,5046.65,5064.2,5013.15,5041.75,219465268,7063.39
18-Dec-2009,5042,5043.4,4979.05,4987.7,199329425,6833.57
21-Dec-2009,4983.65,4997.85,4943.95,4952.6,168156865,6022.7
22-Dec-2009,4953.35,4997.3,4953.35,4985.85,164377140,5249.29
23-Dec-2009,4990.05,5150.6,4990.05,5144.6,250734148,7599.02
24-Dec-2009,5144.8,5197.9,5129.05,5178.4,202176013,6459.65
29-Dec-2009,5180.75,5214.6,5175.85,5187.95,160527908,5480.14
30-Dec-2009,5188.75,5197.05,5160.1,5169.45,147546797,4922.14
31-Dec-2009,5171.2,5221.85,5168.75,5201.05,188092940,7236.94
04-Jan-2010,5200.9,5238.45,5167.1,5232.2,148652424,6531.61
05-Jan-2010,5277.15,5288.35,5242.4,5277.9,240844424,7969.62
06-Jan-2010,5278.15,5310.85,5260.05,5281.8,216147837,7892.6
07-Jan-2010,5281.8,5302.55,5244.75,5263.1,181246734,6890.99
08-Jan-2010,5264.25,5276.75,5234.7,5244.75,201910800,7777.04
11-Jan-2010,5263.8,5287.2,5227.8,5249.4,238011959,11080.55
12-Jan-2010,5251.1,5300.5,5200.95,5210.4,206748015,8648.49
13-Jan-2010,5212.6,5239.2,5169.55,5233.95,200774550,8430.48
14-Jan-2010,5234.5,5272.85,5232.5,5259.9,171282618,7824.43
15-Jan-2010,5259.9,5279.85,5242.45,5252.2,167242355,6927.87
18-Jan-2010,5253.65,5292.5,5228.95,5274.85,153687597,6659.87
19-Jan-2010,5274.2,5287.8,5218.65,5225.65,141424524,6197.52
20-Jan-2010,5226.1,5256.7,5201.4,5221.7,167867201,7170.51
21-Jan-2010,5220.2,5220.35,5085.45,5094.15,190009431,7943.76
22-Jan-2010,5094.15,5094.15,4954.85,5036,270251977,10414.08
25-Jan-2010,5034.55,5035.7,4983.05,5007.9,166405391,5714.17
27-Jan-2010,5008.5,5008.5,4833.05,4853.1,274773820,9800.33
28-Jan-2010,4863,4929.9,4824.95,4867.25,275868897,10614.04
29-Jan-2010,4866.15,4893.7,4766,4882.05,265191792,10116.63
01-Feb-2010,4882.05,4918.8,4827.15,4899.7,226819473,7255.33
02-Feb-2010,4907.85,4951.15,4814.1,4830.1,235090748,7927.05
03-Feb-2010,4831,4949.15,4831,4931.85,163105434,6448.29
04-Feb-2010,4931.3,4931.3,4832.35,4845.35,167815142,6169.35
05-Feb-2010,4819.65,4827,4692.35,4718.65,222362365,7609.87
06-Feb-2010,4712.75,4768.15,4712.75,4757.25,22091127,643.11
08-Feb-2010,4755.35,4799.05,4675.4,4760.4,205364363,6823.11
09-Feb-2010,4760.55,4810.4,4739.35,4792.65,175452494,5819.47
10-Feb-2010,4793,4826.85,4748.1,4757.2,185053448,6196.72
11-Feb-2010,4757.25,4843.8,4757.25,4826.85,142638466,4917.21
15-Feb-2010,4827.9,4845.6,4783.9,4801.95,153758927,5004.68
16-Feb-2010,4801.8,4880,4791.35,4855.75,156011235,5240.97
17-Feb-2010,4858.65,4929.7,4857.6,4914,176502266,6291.08
18-Feb-2010,4915.1,4922.05,4873.7,4887.75,193513235,5763.98
19-Feb-2010,4887.3,4887.3,4805.55,4844.9,194311305,5737.99
22-Feb-2010,4849.35,4912.05,4845.9,4856.4,149362400,4591.6
23-Feb-2010,4856.6,4884.1,4833.15,4870.05,129233916,4617.62
24-Feb-2010,4869.55,4880.55,4834.65,4858.6,141213476,4842.23
25-Feb-2010,4859,4880.15,4835.6,4859.75,179443119,6427.68
26-Feb-2010,4858.5,4992,4858.45,4922.3,341137163,10987.94
02-Mar-2010,4935.6,5029.45,4935.35,5017,233127111,8468.18
03-Mar-2010,5015.8,5093.25,5015.1,5088.1,191791765,7375.98
04-Mar-2010,5096.95,5096.95,5049,5080.25,205104948,6826.25
05-Mar-2010,5080.55,5118.65,5068.05,5088.7,209604746,6307.8
08-Mar-2010,5092.15,5147.1,5092.15,5124,187964711,7130.87
09-Mar-2010,5121.05,5131.8,5094.35,5101.5,158734706,6364.07
10-Mar-2010,5101.6,5137.4,5092.05,5116.25,167174523,6445.89
11-Mar-2010,5116.35,5152.6,5102.1,5133.4,155698046,5500.07
12-Mar-2010,5131.8,5158.1,5122.1,5137,152561763,5927.11
15-Mar-2010,5134.45,5151.05,5101.2,5128.9,134878673,5301.12
16-Mar-2010,5128.95,5209.25,5125.7,5198.1,120692486,5250.18
17-Mar-2010,5198.45,5260.5,5177.15,5231.9,169767105,6291.05
18-Mar-2010,5232.55,5255.65,5214.4,5245.9,160336720,5521.68
19-Mar-2010,5246.8,5269.95,5237.1,5262.8,136871848,5558.7
22-Mar-2010,5260.95,5260.95,5187.05,5205.2,130039411,5212.14
23-Mar-2010,5205.85,5243.6,5193.4,5225.3,146479804,5673.78
25-Mar-2010,5225.3,5267.3,5202.95,5260.4,207844844,9239.93
26-Mar-2010,5260.55,5293.75,5260.55,5282,140965576,6366.38
29-Mar-2010,5283.9,5329.55,5242.15,5302.85,132186441,6001.64
30-Mar-2010,5302.95,5325,5251.35,5262.45,133483766,5629.19
31-Mar-2010,5260.4,5293.9,5235.15,5249.1,147618695,6542.18
01-Apr-2010,5249.2,5298.6,5249.2,5290.5,127773261,5365.11
05-Apr-2010,5291.4,5377.55,5291.4,5368.4,132419861,5762.97
06-Apr-2010,5369.65,5388.65,5351.7,5366,147051901,5746.95
07-Apr-2010,5365.7,5399.65,5345.05,5374.65,166790249,6530.95
08-Apr-2010,5376.3,5383.65,5290.25,5304.45,156785881,5830.63
09-Apr-2010,5302.4,5377.45,5302.25,5361.75,154497751,6207.69
12-Apr-2010,5354.15,5382.15,5324.9,5339.7,134901999,5502.8
13-Apr-2010,5340.85,5356.5,5301.7,5322.95,126581805,7839.07
15-Apr-2010,5323.3,5373.15,5265.3,5273.6,195013233,7702.54
16-Apr-2010,5273.4,5283.05,5237.55,5262.6,151013525,5498.97
19-Apr-2010,5279.05,5279.05,5160.9,5203.65,155321410,5791.22
20-Apr-2010,5208.3,5257.25,5208.3,5230.1,199478130,7155.88
21-Apr-2010,5230.3,5266.3,5230.3,5244.9,196901598,6577.43
22-Apr-2010,5248.6,5331.8,5221.1,5269.35,180286076,8794.67
23-Apr-2010,5269.65,5311.05,5269.65,5304.1,154120422,6935.25
26-Apr-2010,5299.35,5342.35,5299.35,5322.45,127022478,5920.48
27-Apr-2010,5322.1,5330.55,5301.4,5308.35,144428508,5684.75
28-Apr-2010,5308.2,5308.25,5202.45,5215.45,178645117,6812.97
29-Apr-2010,5215.25,5264.75,5214.8,5254.15,171683419,7264.42
30-Apr-2010,5254.2,5294.8,5254.2,5278,152495257,6591.23
03-May-2010,5278.4,5278.7,5210.05,5222.75,111445668,4663.49
04-May-2010,5223.9,5250.15,5134.85,5148.5,145539730,5782.23
05-May-2010,5148.35,5148.35,5056.5,5124.9,207679138,7373.72
06-May-2010,5124.4,5124.9,5037.75,5090.85,192105707,6560.7
07-May-2010,5072.3,5085.65,4984.6,5018.05,233345722,8765.29
10-May-2010,5026.6,5203.3,5026.6,5193.6,191632764,7272.87
11-May-2010,5189.75,5206.7,5126.5,5136.15,168751932,6431.69
12-May-2010,5133.75,5172.85,5098.8,5156.65,187111358,6559.76
13-May-2010,5157.55,5212.7,5147.95,5178.9,179378582,6054.24
14-May-2010,5180.55,5192.75,5070.95,5093.5,144381001,6094.56
17-May-2010,5093.9,5094.55,4966.25,5059.9,169306794,7203.31
18-May-2010,5059.55,5105.2,5024.25,5066.2,137027239,6336.36
19-May-2010,5065.1,5065.1,4908.15,4919.65,212950386,8688.71
20-May-2010,4924.3,4980.25,4924.3,4947.6,197303335,7215.28
21-May-2010,4946.7,4946.7,4842.3,4931.15,230483809,7363.95
24-May-2010,4944.3,5029.55,4923.45,4943.95,184424844,6576.57
25-May-2010,4945.3,4946.6,4786.45,4806.75,198187219,6759.02
26-May-2010,4807.3,4925.45,4807.3,4917.4,221985114,7246.83
27-May-2010,4915.15,5016.6,4897.6,5003.1,238270068,9374.65
28-May-2010,5005.6,5077.25,5005.6,5066.55,187947940,6703.72
31-May-2010,5076.1,5097.6,5038.55,5086.3,179398969,5600.69
01-Jun-2010,5086.25,5086.95,4961.05,4970.2,183016039,6170.85
02-Jun-2010,4970.75,5031.2,4967.05,5019.85,217930824,6768.12
03-Jun-2010,5020.15,5125.7,5020.15,5110.5,174606394,5784.75
04-Jun-2010,5112.6,5147.9,5091.6,5135.5,174561315,5755.15
